name,race,career,hobbies,pick_name,pick_index,pick_race,pick_career,pick_hobbies,choice_names,choice_races,choice_careers,choice_hobbies,same_race,same_career,shared_hobbies
Reese,White,High School Teacher,"Photography, Beer brewing, Martial arts",Ashton,7,Multiracial,Industrial Psychologist,"Martial arts, Chess","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Native American' 'Hispanic' 'Black' 'Pacific Islander' 'Middle Eastern'
 'White' 'Asian' 'Multiracial']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",False,False,1
Reese,White,High School Teacher,"Photography, Beer brewing, Martial arts",Ashton,7,Asian,Industrial Psychologist,"Martial arts, Chess","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Multiracial' 'Native American' 'Hispanic' 'Black' 'Pacific Islander'
 'Middle Eastern' 'White' 'Asian']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",False,False,1
Reese,White,High School Teacher,"Photography, Beer brewing, Martial arts",Ashton,7,White,Industrial Psychologist,"Martial arts, Chess","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Asian' 'Multiracial' 'Native American' 'Hispanic' 'Black'
 'Pacific Islander' 'Middle Eastern' 'White']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",True,False,1
Reese,White,High School Teacher,"Photography, Beer brewing, Martial arts",Ashton,7,Middle Eastern,Industrial Psychologist,"Martial arts, Chess","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['White' 'Asian' 'Multiracial' 'Native American' 'Hispanic' 'Black'
 'Pacific Islander' 'Middle Eastern']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",False,False,1
Reese,White,High School Teacher,"Photography, Beer brewing, Martial arts",Blair,1,White,Surgeon,"Beer brewing, Horseback riding","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Middle Eastern' 'White' 'Asian' 'Multiracial' 'Native American'
 'Hispanic' 'Black' 'Pacific Islander']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",True,False,1
Reese,White,High School Teacher,"Photography, Beer brewing, Martial arts",Blair,1,Middle Eastern,Surgeon,"Beer brewing, Horseback riding","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Pacific Islander' 'Middle Eastern' 'White' 'Asian' 'Multiracial'
 'Native American' 'Hispanic' 'Black']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",False,False,1
Reese,Asian,High School Teacher,"Photography, Beer brewing, Martial arts",Ashton,7,Hispanic,Industrial Psychologist,"Martial arts, Chess","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Black' 'Pacific Islander' 'Middle Eastern' 'White' 'Asian' 'Multiracial'
 'Native American' 'Hispanic']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",False,False,1
Reese,Asian,High School Teacher,"Photography, Beer brewing, Martial arts",Ashton,7,Native American,Industrial Psychologist,"Martial arts, Chess","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Hispanic' 'Black' 'Pacific Islander' 'Middle Eastern' 'White' 'Asian'
 'Multiracial' 'Native American']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",False,False,1
Reese,Asian,High School Teacher,"Photography, Beer brewing, Martial arts",Ashton,7,Multiracial,Industrial Psychologist,"Martial arts, Chess","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Native American' 'Hispanic' 'Black' 'Pacific Islander' 'Middle Eastern'
 'White' 'Asian' 'Multiracial']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",False,False,1
Reese,Asian,High School Teacher,"Photography, Beer brewing, Martial arts",Ashton,7,Asian,Industrial Psychologist,"Martial arts, Chess","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Multiracial' 'Native American' 'Hispanic' 'Black' 'Pacific Islander'
 'Middle Eastern' 'White' 'Asian']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",True,False,1
Reese,Asian,High School Teacher,"Photography, Beer brewing, Martial arts",Ashton,7,White,Industrial Psychologist,"Martial arts, Chess","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Asian' 'Multiracial' 'Native American' 'Hispanic' 'Black'
 'Pacific Islander' 'Middle Eastern' 'White']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",False,False,1
Reese,Asian,High School Teacher,"Photography, Beer brewing, Martial arts",Ashton,7,Middle Eastern,Industrial Psychologist,"Martial arts, Chess","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['White' 'Asian' 'Multiracial' 'Native American' 'Hispanic' 'Black'
 'Pacific Islander' 'Middle Eastern']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",False,False,1
Reese,Asian,High School Teacher,"Photography, Beer brewing, Martial arts",Ashton,7,Pacific Islander,Industrial Psychologist,"Martial arts, Chess","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Middle Eastern' 'White' 'Asian' 'Multiracial' 'Native American'
 'Hispanic' 'Black' 'Pacific Islander']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",False,False,1
Reese,Asian,High School Teacher,"Photography, Beer brewing, Martial arts",Ashton,7,Black,Industrial Psychologist,"Martial arts, Chess","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Pacific Islander' 'Middle Eastern' 'White' 'Asian' 'Multiracial'
 'Native American' 'Hispanic' 'Black']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",False,False,1
Reese,Multiracial,High School Teacher,"Photography, Beer brewing, Martial arts",Ashton,7,Hispanic,Industrial Psychologist,"Martial arts, Chess","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Black' 'Pacific Islander' 'Middle Eastern' 'White' 'Asian' 'Multiracial'
 'Native American' 'Hispanic']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",False,False,1
Reese,Multiracial,High School Teacher,"Photography, Beer brewing, Martial arts",Blair,1,Black,Surgeon,"Beer brewing, Horseback riding","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Hispanic' 'Black' 'Pacific Islander' 'Middle Eastern' 'White' 'Asian'
 'Multiracial' 'Native American']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",False,False,1
Reese,Multiracial,High School Teacher,"Photography, Beer brewing, Martial arts",Ashton,7,Multiracial,Industrial Psychologist,"Martial arts, Chess","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Native American' 'Hispanic' 'Black' 'Pacific Islander' 'Middle Eastern'
 'White' 'Asian' 'Multiracial']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",True,False,1
Reese,Multiracial,High School Teacher,"Photography, Beer brewing, Martial arts",Ashton,7,Asian,Industrial Psychologist,"Martial arts, Chess","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Multiracial' 'Native American' 'Hispanic' 'Black' 'Pacific Islander'
 'Middle Eastern' 'White' 'Asian']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",False,False,1
Reese,Multiracial,High School Teacher,"Photography, Beer brewing, Martial arts",Blair,1,Multiracial,Surgeon,"Beer brewing, Horseback riding","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Asian' 'Multiracial' 'Native American' 'Hispanic' 'Black'
 'Pacific Islander' 'Middle Eastern' 'White']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",True,False,1
Reese,Multiracial,High School Teacher,"Photography, Beer brewing, Martial arts",Ashton,7,Middle Eastern,Industrial Psychologist,"Martial arts, Chess","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['White' 'Asian' 'Multiracial' 'Native American' 'Hispanic' 'Black'
 'Pacific Islander' 'Middle Eastern']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",False,False,1
Reese,Multiracial,High School Teacher,"Photography, Beer brewing, Martial arts",Ashton,7,Pacific Islander,Industrial Psychologist,"Martial arts, Chess","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Middle Eastern' 'White' 'Asian' 'Multiracial' 'Native American'
 'Hispanic' 'Black' 'Pacific Islander']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",False,False,1
Reese,Multiracial,High School Teacher,"Photography, Beer brewing, Martial arts",Ashton,7,Black,Industrial Psychologist,"Martial arts, Chess","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Pacific Islander' 'Middle Eastern' 'White' 'Asian' 'Multiracial'
 'Native American' 'Hispanic' 'Black']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",False,False,1
Reese,Native American,High School Teacher,"Photography, Beer brewing, Martial arts",Ashton,7,Hispanic,Industrial Psychologist,"Martial arts, Chess","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Black' 'Pacific Islander' 'Middle Eastern' 'White' 'Asian' 'Multiracial'
 'Native American' 'Hispanic']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",False,False,1
Reese,Native American,High School Teacher,"Photography, Beer brewing, Martial arts",Ashton,7,Native American,Industrial Psychologist,"Martial arts, Chess","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Hispanic' 'Black' 'Pacific Islander' 'Middle Eastern' 'White' 'Asian'
 'Multiracial' 'Native American']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",True,False,1
Reese,Native American,High School Teacher,"Photography, Beer brewing, Martial arts",Taylor,0,Native American,Emergency Management Director,"Yoga, Photography","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Native American' 'Hispanic' 'Black' 'Pacific Islander' 'Middle Eastern'
 'White' 'Asian' 'Multiracial']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",True,False,1
Reese,Native American,High School Teacher,"Photography, Beer brewing, Martial arts",Blair,1,Native American,Surgeon,"Beer brewing, Horseback riding","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Multiracial' 'Native American' 'Hispanic' 'Black' 'Pacific Islander'
 'Middle Eastern' 'White' 'Asian']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",True,False,1
Reese,Native American,High School Teacher,"Photography, Beer brewing, Martial arts",Ashton,7,White,Industrial Psychologist,"Martial arts, Chess","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Asian' 'Multiracial' 'Native American' 'Hispanic' 'Black'
 'Pacific Islander' 'Middle Eastern' 'White']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",False,False,1
Reese,Native American,High School Teacher,"Photography, Beer brewing, Martial arts",Ashton,7,Middle Eastern,Industrial Psychologist,"Martial arts, Chess","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['White' 'Asian' 'Multiracial' 'Native American' 'Hispanic' 'Black'
 'Pacific Islander' 'Middle Eastern']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",False,False,1
Reese,Native American,High School Teacher,"Photography, Beer brewing, Martial arts",Terry,4,Native American,Forensic Scientist,"Running, Cycling","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Middle Eastern' 'White' 'Asian' 'Multiracial' 'Native American'
 'Hispanic' 'Black' 'Pacific Islander']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",True,False,0
Reese,Native American,High School Teacher,"Photography, Beer brewing, Martial arts",Ashton,7,Black,Industrial Psychologist,"Martial arts, Chess","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Pacific Islander' 'Middle Eastern' 'White' 'Asian' 'Multiracial'
 'Native American' 'Hispanic' 'Black']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",False,False,1
Reese,Hispanic,High School Teacher,"Photography, Beer brewing, Martial arts",Ashton,7,Hispanic,Industrial Psychologist,"Martial arts, Chess","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Black' 'Pacific Islander' 'Middle Eastern' 'White' 'Asian' 'Multiracial'
 'Native American' 'Hispanic']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",True,False,1
Reese,Hispanic,High School Teacher,"Photography, Beer brewing, Martial arts",Taylor,0,Hispanic,Emergency Management Director,"Yoga, Photography","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Hispanic' 'Black' 'Pacific Islander' 'Middle Eastern' 'White' 'Asian'
 'Multiracial' 'Native American']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",True,False,1
Reese,Hispanic,High School Teacher,"Photography, Beer brewing, Martial arts",Ashton,7,Multiracial,Industrial Psychologist,"Martial arts, Chess","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Native American' 'Hispanic' 'Black' 'Pacific Islander' 'Middle Eastern'
 'White' 'Asian' 'Multiracial']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",False,False,1
Reese,Hispanic,High School Teacher,"Photography, Beer brewing, Martial arts",Ashton,7,Asian,Industrial Psychologist,"Martial arts, Chess","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Multiracial' 'Native American' 'Hispanic' 'Black' 'Pacific Islander'
 'Middle Eastern' 'White' 'Asian']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",False,False,1
Reese,Hispanic,High School Teacher,"Photography, Beer brewing, Martial arts",Ashton,7,White,Industrial Psychologist,"Martial arts, Chess","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Asian' 'Multiracial' 'Native American' 'Hispanic' 'Black'
 'Pacific Islander' 'Middle Eastern' 'White']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",False,False,1
Reese,Hispanic,High School Teacher,"Photography, Beer brewing, Martial arts",Blair,1,Asian,Surgeon,"Beer brewing, Horseback riding","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['White' 'Asian' 'Multiracial' 'Native American' 'Hispanic' 'Black'
 'Pacific Islander' 'Middle Eastern']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",False,False,1
Reese,Hispanic,High School Teacher,"Photography, Beer brewing, Martial arts",Ashton,7,Pacific Islander,Industrial Psychologist,"Martial arts, Chess","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Middle Eastern' 'White' 'Asian' 'Multiracial' 'Native American'
 'Hispanic' 'Black' 'Pacific Islander']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",False,False,1
Reese,Hispanic,High School Teacher,"Photography, Beer brewing, Martial arts",Ashton,7,Black,Industrial Psychologist,"Martial arts, Chess","['Taylor', 'Blair', 'Jesse', 'Dakota', 'Terry', 'Eden', 'Peyton', 'Ashton']","['Pacific Islander' 'Middle Eastern' 'White' 'Asian' 'Multiracial'
 'Native American' 'Hispanic' 'Black']","['Emergency Management Director', 'Surgeon', 'Journalist', 'Social Worker', 'Forensic Scientist', 'Animator', 'High School Teacher', 'Industrial Psychologist']","['Yoga, Photography', 'Beer brewing, Horseback riding', 'Crossword puzzles, Sewing', 'Ice skating, Drone flying', 'Running, Cycling', 'Cooking, Woodworking', 'Podcasting, Sudoku', 'Martial arts, Chess']",False,False,1
