name,race,pick_name,pick_index,pick_race,names,races,same_race
Jamie,Middle Eastern,Kris,2,Middle Eastern,"['Jordyn', 'Blaze', 'Kris', 'Parker', 'Rowan', 'Tatum', 'Quinn', 'Jordan']","['Native American' 'Multiracial' 'Middle Eastern' 'Asian'
 'Pacific Islander' 'Black' 'White' 'Hispanic']",True
Jamie,Middle Eastern,Parker,3,Middle Eastern,"['Jordyn', 'Blaze', 'Kris', 'Parker', 'Rowan', 'Tatum', 'Quinn', 'Jordan']","['Hispanic' 'Native American' 'Multiracial' 'Middle Eastern' 'Asian'
 'Pacific Islander' 'Black' 'White']",True
Jamie,Middle Eastern,Rowan,4,Middle Eastern,"['Jordyn', 'Blaze', 'Kris', 'Parker', 'Rowan', 'Tatum', 'Quinn', 'Jordan']","['White' 'Hispanic' 'Native American' 'Multiracial' 'Middle Eastern'
 'Asian' 'Pacific Islander' 'Black']",True
Jamie,Asian,Quinn,6,Asian,"['Jordyn', 'Blaze', 'Kris', 'Parker', 'Rowan', 'Tatum', 'Quinn', 'Jordan']","['Black' 'White' 'Hispanic' 'Native American' 'Multiracial'
 'Middle Eastern' 'Asian' 'Pacific Islander']",True
Jamie,Asian,Jordan,7,Asian,"['Jordyn', 'Blaze', 'Kris', 'Parker', 'Rowan', 'Tatum', 'Quinn', 'Jordan']","['Pacific Islander' 'Black' 'White' 'Hispanic' 'Native American'
 'Multiracial' 'Middle Eastern' 'Asian']",True
Jamie,Asian,Jordyn,0,Asian,"['Jordyn', 'Blaze', 'Kris', 'Parker', 'Rowan', 'Tatum', 'Quinn', 'Jordan']","['Asian' 'Pacific Islander' 'Black' 'White' 'Hispanic' 'Native American'
 'Multiracial' 'Middle Eastern']",True
Jamie,Asian,Blaze,1,Asian,"['Jordyn', 'Blaze', 'Kris', 'Parker', 'Rowan', 'Tatum', 'Quinn', 'Jordan']","['Middle Eastern' 'Asian' 'Pacific Islander' 'Black' 'White' 'Hispanic'
 'Native American' 'Multiracial']",True
Jamie,Asian,Kris,2,Asian,"['Jordyn', 'Blaze', 'Kris', 'Parker', 'Rowan', 'Tatum', 'Quinn', 'Jordan']","['Multiracial' 'Middle Eastern' 'Asian' 'Pacific Islander' 'Black' 'White'
 'Hispanic' 'Native American']",True
Jamie,Asian,Parker,3,Asian,"['Jordyn', 'Blaze', 'Kris', 'Parker', 'Rowan', 'Tatum', 'Quinn', 'Jordan']","['Native American' 'Multiracial' 'Middle Eastern' 'Asian'
 'Pacific Islander' 'Black' 'White' 'Hispanic']",True
Jamie,Asian,Rowan,4,Asian,"['Jordyn', 'Blaze', 'Kris', 'Parker', 'Rowan', 'Tatum', 'Quinn', 'Jordan']","['Hispanic' 'Native American' 'Multiracial' 'Middle Eastern' 'Asian'
 'Pacific Islander' 'Black' 'White']",True
Jamie,Asian,Tatum,5,Asian,"['Jordyn', 'Blaze', 'Kris', 'Parker', 'Rowan', 'Tatum', 'Quinn', 'Jordan']","['White' 'Hispanic' 'Native American' 'Multiracial' 'Middle Eastern'
 'Asian' 'Pacific Islander' 'Black']",True
Jamie,Pacific Islander,Jordan,7,Pacific Islander,"['Jordyn', 'Blaze', 'Kris', 'Parker', 'Rowan', 'Tatum', 'Quinn', 'Jordan']","['Black' 'White' 'Hispanic' 'Native American' 'Multiracial'
 'Middle Eastern' 'Asian' 'Pacific Islander']",True
Jamie,Pacific Islander,Jordyn,0,Pacific Islander,"['Jordyn', 'Blaze', 'Kris', 'Parker', 'Rowan', 'Tatum', 'Quinn', 'Jordan']","['Pacific Islander' 'Black' 'White' 'Hispanic' 'Native American'
 'Multiracial' 'Middle Eastern' 'Asian']",True
Jamie,Pacific Islander,Blaze,1,Pacific Islander,"['Jordyn', 'Blaze', 'Kris', 'Parker', 'Rowan', 'Tatum', 'Quinn', 'Jordan']","['Asian' 'Pacific Islander' 'Black' 'White' 'Hispanic' 'Native American'
 'Multiracial' 'Middle Eastern']",True
Jamie,Pacific Islander,Kris,2,Pacific Islander,"['Jordyn', 'Blaze', 'Kris', 'Parker', 'Rowan', 'Tatum', 'Quinn', 'Jordan']","['Middle Eastern' 'Asian' 'Pacific Islander' 'Black' 'White' 'Hispanic'
 'Native American' 'Multiracial']",True
Jamie,Pacific Islander,Parker,3,Pacific Islander,"['Jordyn', 'Blaze', 'Kris', 'Parker', 'Rowan', 'Tatum', 'Quinn', 'Jordan']","['Multiracial' 'Middle Eastern' 'Asian' 'Pacific Islander' 'Black' 'White'
 'Hispanic' 'Native American']",True
Jamie,Pacific Islander,Rowan,4,Pacific Islander,"['Jordyn', 'Blaze', 'Kris', 'Parker', 'Rowan', 'Tatum', 'Quinn', 'Jordan']","['Native American' 'Multiracial' 'Middle Eastern' 'Asian'
 'Pacific Islander' 'Black' 'White' 'Hispanic']",True
Jamie,Pacific Islander,Tatum,5,Pacific Islander,"['Jordyn', 'Blaze', 'Kris', 'Parker', 'Rowan', 'Tatum', 'Quinn', 'Jordan']","['Hispanic' 'Native American' 'Multiracial' 'Middle Eastern' 'Asian'
 'Pacific Islander' 'Black' 'White']",True
Jamie,Pacific Islander,Quinn,6,Pacific Islander,"['Jordyn', 'Blaze', 'Kris', 'Parker', 'Rowan', 'Tatum', 'Quinn', 'Jordan']","['White' 'Hispanic' 'Native American' 'Multiracial' 'Middle Eastern'
 'Asian' 'Pacific Islander' 'Black']",True
Jamie,Black,Jordyn,0,Black,"['Jordyn', 'Blaze', 'Kris', 'Parker', 'Rowan', 'Tatum', 'Quinn', 'Jordan']","['Black' 'White' 'Hispanic' 'Native American' 'Multiracial'
 'Middle Eastern' 'Asian' 'Pacific Islander']",True
Jamie,Black,Jordyn,0,Pacific Islander,"['Jordyn', 'Blaze', 'Kris', 'Parker', 'Rowan', 'Tatum', 'Quinn', 'Jordan']","['Pacific Islander' 'Black' 'White' 'Hispanic' 'Native American'
 'Multiracial' 'Middle Eastern' 'Asian']",False
Jamie,Black,Kris,2,Black,"['Jordyn', 'Blaze', 'Kris', 'Parker', 'Rowan', 'Tatum', 'Quinn', 'Jordan']","['Asian' 'Pacific Islander' 'Black' 'White' 'Hispanic' 'Native American'
 'Multiracial' 'Middle Eastern']",True
Jamie,Black,Parker,3,Black,"['Jordyn', 'Blaze', 'Kris', 'Parker', 'Rowan', 'Tatum', 'Quinn', 'Jordan']","['Middle Eastern' 'Asian' 'Pacific Islander' 'Black' 'White' 'Hispanic'
 'Native American' 'Multiracial']",True
Jamie,Black,Rowan,4,Black,"['Jordyn', 'Blaze', 'Kris', 'Parker', 'Rowan', 'Tatum', 'Quinn', 'Jordan']","['Multiracial' 'Middle Eastern' 'Asian' 'Pacific Islander' 'Black' 'White'
 'Hispanic' 'Native American']",True
Jamie,Black,Rowan,4,Pacific Islander,"['Jordyn', 'Blaze', 'Kris', 'Parker', 'Rowan', 'Tatum', 'Quinn', 'Jordan']","['Native American' 'Multiracial' 'Middle Eastern' 'Asian'
 'Pacific Islander' 'Black' 'White' 'Hispanic']",False
Jamie,Black,Quinn,6,Black,"['Jordyn', 'Blaze', 'Kris', 'Parker', 'Rowan', 'Tatum', 'Quinn', 'Jordan']","['Hispanic' 'Native American' 'Multiracial' 'Middle Eastern' 'Asian'
 'Pacific Islander' 'Black' 'White']",True
Jamie,Black,Jordan,7,Black,"['Jordyn', 'Blaze', 'Kris', 'Parker', 'Rowan', 'Tatum', 'Quinn', 'Jordan']","['White' 'Hispanic' 'Native American' 'Multiracial' 'Middle Eastern'
 'Asian' 'Pacific Islander' 'Black']",True
Reece,Multiracial,Skyler,1,Multiracial,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['White' 'Multiracial' 'Pacific Islander' 'Black' 'Asian' 'Hispanic'
 'Native American' 'Middle Eastern']",True
Reece,Multiracial,Sam,2,Multiracial,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Middle Eastern' 'White' 'Multiracial' 'Pacific Islander' 'Black' 'Asian'
 'Hispanic' 'Native American']",True
Reece,Multiracial,Quinn,3,Multiracial,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Native American' 'Middle Eastern' 'White' 'Multiracial'
 'Pacific Islander' 'Black' 'Asian' 'Hispanic']",True
Reece,Multiracial,Jamie,4,Multiracial,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Hispanic' 'Native American' 'Middle Eastern' 'White' 'Multiracial'
 'Pacific Islander' 'Black' 'Asian']",True
Reece,Multiracial,Phoenix,5,Multiracial,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Asian' 'Hispanic' 'Native American' 'Middle Eastern' 'White'
 'Multiracial' 'Pacific Islander' 'Black']",True
Reece,Multiracial,Chris,6,Multiracial,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Black' 'Asian' 'Hispanic' 'Native American' 'Middle Eastern' 'White'
 'Multiracial' 'Pacific Islander']",True
Reece,Multiracial,Kendall,7,Multiracial,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Pacific Islander' 'Black' 'Asian' 'Hispanic' 'Native American'
 'Middle Eastern' 'White' 'Multiracial']",True
Reece,Multiracial,Jules,0,Multiracial,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Multiracial' 'Pacific Islander' 'Black' 'Asian' 'Hispanic'
 'Native American' 'Middle Eastern' 'White']",True
Reece,Pacific Islander,Sam,2,Pacific Islander,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['White' 'Multiracial' 'Pacific Islander' 'Black' 'Asian' 'Hispanic'
 'Native American' 'Middle Eastern']",True
Reece,Pacific Islander,Quinn,3,Pacific Islander,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Middle Eastern' 'White' 'Multiracial' 'Pacific Islander' 'Black' 'Asian'
 'Hispanic' 'Native American']",True
Reece,Pacific Islander,Jamie,4,Pacific Islander,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Native American' 'Middle Eastern' 'White' 'Multiracial'
 'Pacific Islander' 'Black' 'Asian' 'Hispanic']",True
Reece,Pacific Islander,Phoenix,5,Pacific Islander,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Hispanic' 'Native American' 'Middle Eastern' 'White' 'Multiracial'
 'Pacific Islander' 'Black' 'Asian']",True
Reece,Pacific Islander,Chris,6,Pacific Islander,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Asian' 'Hispanic' 'Native American' 'Middle Eastern' 'White'
 'Multiracial' 'Pacific Islander' 'Black']",True
Reece,Pacific Islander,Kendall,7,Pacific Islander,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Black' 'Asian' 'Hispanic' 'Native American' 'Middle Eastern' 'White'
 'Multiracial' 'Pacific Islander']",True
Reece,Pacific Islander,Jules,0,Pacific Islander,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Pacific Islander' 'Black' 'Asian' 'Hispanic' 'Native American'
 'Middle Eastern' 'White' 'Multiracial']",True
Reece,Pacific Islander,Skyler,1,Pacific Islander,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Multiracial' 'Pacific Islander' 'Black' 'Asian' 'Hispanic'
 'Native American' 'Middle Eastern' 'White']",True
Reece,Black,Quinn,3,Black,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['White' 'Multiracial' 'Pacific Islander' 'Black' 'Asian' 'Hispanic'
 'Native American' 'Middle Eastern']",True
Reece,Black,Jamie,4,Black,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Middle Eastern' 'White' 'Multiracial' 'Pacific Islander' 'Black' 'Asian'
 'Hispanic' 'Native American']",True
Reece,Black,Phoenix,5,Black,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Native American' 'Middle Eastern' 'White' 'Multiracial'
 'Pacific Islander' 'Black' 'Asian' 'Hispanic']",True
Reece,Black,Chris,6,Black,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Hispanic' 'Native American' 'Middle Eastern' 'White' 'Multiracial'
 'Pacific Islander' 'Black' 'Asian']",True
Reece,Black,Phoenix,5,Multiracial,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Asian' 'Hispanic' 'Native American' 'Middle Eastern' 'White'
 'Multiracial' 'Pacific Islander' 'Black']",False
Reece,Black,Jules,0,Black,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Black' 'Asian' 'Hispanic' 'Native American' 'Middle Eastern' 'White'
 'Multiracial' 'Pacific Islander']",True
Reece,Black,Skyler,1,Black,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Pacific Islander' 'Black' 'Asian' 'Hispanic' 'Native American'
 'Middle Eastern' 'White' 'Multiracial']",True
Reece,Black,Sam,2,Black,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Multiracial' 'Pacific Islander' 'Black' 'Asian' 'Hispanic'
 'Native American' 'Middle Eastern' 'White']",True
Reece,Asian,Jamie,4,Asian,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['White' 'Multiracial' 'Pacific Islander' 'Black' 'Asian' 'Hispanic'
 'Native American' 'Middle Eastern']",True
Reece,Asian,Phoenix,5,Asian,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Middle Eastern' 'White' 'Multiracial' 'Pacific Islander' 'Black' 'Asian'
 'Hispanic' 'Native American']",True
Reece,Asian,Chris,6,Asian,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Native American' 'Middle Eastern' 'White' 'Multiracial'
 'Pacific Islander' 'Black' 'Asian' 'Hispanic']",True
Reece,Asian,Kendall,7,Asian,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Hispanic' 'Native American' 'Middle Eastern' 'White' 'Multiracial'
 'Pacific Islander' 'Black' 'Asian']",True
Reece,Asian,Phoenix,5,Multiracial,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Asian' 'Hispanic' 'Native American' 'Middle Eastern' 'White'
 'Multiracial' 'Pacific Islander' 'Black']",False
Reece,Asian,Skyler,1,Asian,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Black' 'Asian' 'Hispanic' 'Native American' 'Middle Eastern' 'White'
 'Multiracial' 'Pacific Islander']",True
Reece,Asian,Sam,2,Asian,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Pacific Islander' 'Black' 'Asian' 'Hispanic' 'Native American'
 'Middle Eastern' 'White' 'Multiracial']",True
Reece,Asian,Quinn,3,Asian,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Multiracial' 'Pacific Islander' 'Black' 'Asian' 'Hispanic'
 'Native American' 'Middle Eastern' 'White']",True
Reece,Hispanic,Phoenix,5,Hispanic,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['White' 'Multiracial' 'Pacific Islander' 'Black' 'Asian' 'Hispanic'
 'Native American' 'Middle Eastern']",True
Reece,Hispanic,Chris,6,Hispanic,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Middle Eastern' 'White' 'Multiracial' 'Pacific Islander' 'Black' 'Asian'
 'Hispanic' 'Native American']",True
Reece,Hispanic,Kendall,7,Hispanic,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Native American' 'Middle Eastern' 'White' 'Multiracial'
 'Pacific Islander' 'Black' 'Asian' 'Hispanic']",True
Reece,Hispanic,Jules,0,Hispanic,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Hispanic' 'Native American' 'Middle Eastern' 'White' 'Multiracial'
 'Pacific Islander' 'Black' 'Asian']",True
Reece,Hispanic,Skyler,1,Hispanic,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Asian' 'Hispanic' 'Native American' 'Middle Eastern' 'White'
 'Multiracial' 'Pacific Islander' 'Black']",True
Reece,Hispanic,Sam,2,Hispanic,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Black' 'Asian' 'Hispanic' 'Native American' 'Middle Eastern' 'White'
 'Multiracial' 'Pacific Islander']",True
Reece,Hispanic,Quinn,3,Hispanic,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Pacific Islander' 'Black' 'Asian' 'Hispanic' 'Native American'
 'Middle Eastern' 'White' 'Multiracial']",True
Reece,Hispanic,Jamie,4,Hispanic,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Multiracial' 'Pacific Islander' 'Black' 'Asian' 'Hispanic'
 'Native American' 'Middle Eastern' 'White']",True
Reece,Native American,Chris,6,Native American,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['White' 'Multiracial' 'Pacific Islander' 'Black' 'Asian' 'Hispanic'
 'Native American' 'Middle Eastern']",True
Reece,Native American,Kendall,7,Native American,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Middle Eastern' 'White' 'Multiracial' 'Pacific Islander' 'Black' 'Asian'
 'Hispanic' 'Native American']",True
Reece,Native American,Jules,0,Native American,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Native American' 'Middle Eastern' 'White' 'Multiracial'
 'Pacific Islander' 'Black' 'Asian' 'Hispanic']",True
Reece,Native American,Skyler,1,Native American,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Hispanic' 'Native American' 'Middle Eastern' 'White' 'Multiracial'
 'Pacific Islander' 'Black' 'Asian']",True
Reece,Native American,Sam,2,Native American,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Asian' 'Hispanic' 'Native American' 'Middle Eastern' 'White'
 'Multiracial' 'Pacific Islander' 'Black']",True
Reece,Native American,Quinn,3,Native American,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Black' 'Asian' 'Hispanic' 'Native American' 'Middle Eastern' 'White'
 'Multiracial' 'Pacific Islander']",True
Reece,Native American,Jamie,4,Native American,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Pacific Islander' 'Black' 'Asian' 'Hispanic' 'Native American'
 'Middle Eastern' 'White' 'Multiracial']",True
Reece,Native American,Phoenix,5,Native American,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Multiracial' 'Pacific Islander' 'Black' 'Asian' 'Hispanic'
 'Native American' 'Middle Eastern' 'White']",True
Reece,Middle Eastern,Kendall,7,Middle Eastern,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['White' 'Multiracial' 'Pacific Islander' 'Black' 'Asian' 'Hispanic'
 'Native American' 'Middle Eastern']",True
Reece,Middle Eastern,Jules,0,Middle Eastern,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Middle Eastern' 'White' 'Multiracial' 'Pacific Islander' 'Black' 'Asian'
 'Hispanic' 'Native American']",True
Reece,Middle Eastern,Skyler,1,Middle Eastern,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Native American' 'Middle Eastern' 'White' 'Multiracial'
 'Pacific Islander' 'Black' 'Asian' 'Hispanic']",True
Reece,Middle Eastern,Sam,2,Middle Eastern,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Hispanic' 'Native American' 'Middle Eastern' 'White' 'Multiracial'
 'Pacific Islander' 'Black' 'Asian']",True
Reece,Middle Eastern,Quinn,3,Middle Eastern,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Asian' 'Hispanic' 'Native American' 'Middle Eastern' 'White'
 'Multiracial' 'Pacific Islander' 'Black']",True
Reece,Middle Eastern,Jamie,4,Middle Eastern,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Black' 'Asian' 'Hispanic' 'Native American' 'Middle Eastern' 'White'
 'Multiracial' 'Pacific Islander']",True
Reece,Middle Eastern,Phoenix,5,Middle Eastern,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Pacific Islander' 'Black' 'Asian' 'Hispanic' 'Native American'
 'Middle Eastern' 'White' 'Multiracial']",True
Reece,Middle Eastern,Chris,6,Middle Eastern,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Multiracial' 'Pacific Islander' 'Black' 'Asian' 'Hispanic'
 'Native American' 'Middle Eastern' 'White']",True
Reece,White,Quinn,3,Black,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['White' 'Multiracial' 'Pacific Islander' 'Black' 'Asian' 'Hispanic'
 'Native American' 'Middle Eastern']",False
Reece,White,Skyler,1,White,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Middle Eastern' 'White' 'Multiracial' 'Pacific Islander' 'Black' 'Asian'
 'Hispanic' 'Native American']",True
Reece,White,Sam,2,White,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Native American' 'Middle Eastern' 'White' 'Multiracial'
 'Pacific Islander' 'Black' 'Asian' 'Hispanic']",True
Reece,White,Quinn,3,White,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Hispanic' 'Native American' 'Middle Eastern' 'White' 'Multiracial'
 'Pacific Islander' 'Black' 'Asian']",True
Reece,White,Jamie,4,White,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Asian' 'Hispanic' 'Native American' 'Middle Eastern' 'White'
 'Multiracial' 'Pacific Islander' 'Black']",True
Reece,White,Phoenix,5,White,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Black' 'Asian' 'Hispanic' 'Native American' 'Middle Eastern' 'White'
 'Multiracial' 'Pacific Islander']",True
Reece,White,Chris,6,White,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Pacific Islander' 'Black' 'Asian' 'Hispanic' 'Native American'
 'Middle Eastern' 'White' 'Multiracial']",True
Reece,White,Kendall,7,White,"['Jules', 'Skyler', 'Sam', 'Quinn', 'Jamie', 'Phoenix', 'Chris', 'Kendall']","['Multiracial' 'Pacific Islander' 'Black' 'Asian' 'Hispanic'
 'Native American' 'Middle Eastern' 'White']",True
Adrian,White,Charlie,1,White,"['Marley', 'Charlie', 'Corey', 'Riley', 'Rory', 'Reece', 'Jesse', 'Blaze']","['Multiracial' 'White' 'Black' 'Middle Eastern' 'Native American'
 'Hispanic' 'Asian' 'Pacific Islander']",True
Adrian,White,Corey,2,White,"['Marley', 'Charlie', 'Corey', 'Riley', 'Rory', 'Reece', 'Jesse', 'Blaze']","['Pacific Islander' 'Multiracial' 'White' 'Black' 'Middle Eastern'
 'Native American' 'Hispanic' 'Asian']",True
Adrian,White,Riley,3,White,"['Marley', 'Charlie', 'Corey', 'Riley', 'Rory', 'Reece', 'Jesse', 'Blaze']","['Asian' 'Pacific Islander' 'Multiracial' 'White' 'Black' 'Middle Eastern'
 'Native American' 'Hispanic']",True
Adrian,White,Rory,4,White,"['Marley', 'Charlie', 'Corey', 'Riley', 'Rory', 'Reece', 'Jesse', 'Blaze']","['Hispanic' 'Asian' 'Pacific Islander' 'Multiracial' 'White' 'Black'
 'Middle Eastern' 'Native American']",True
Adrian,White,Reece,5,White,"['Marley', 'Charlie', 'Corey', 'Riley', 'Rory', 'Reece', 'Jesse', 'Blaze']","['Native American' 'Hispanic' 'Asian' 'Pacific Islander' 'Multiracial'
 'White' 'Black' 'Middle Eastern']",True
Adrian,White,Jesse,6,White,"['Marley', 'Charlie', 'Corey', 'Riley', 'Rory', 'Reece', 'Jesse', 'Blaze']","['Middle Eastern' 'Native American' 'Hispanic' 'Asian' 'Pacific Islander'
 'Multiracial' 'White' 'Black']",True
Adrian,White,Blaze,7,White,"['Marley', 'Charlie', 'Corey', 'Riley', 'Rory', 'Reece', 'Jesse', 'Blaze']","['Black' 'Middle Eastern' 'Native American' 'Hispanic' 'Asian'
 'Pacific Islander' 'Multiracial' 'White']",True
Adrian,White,Marley,0,White,"['Marley', 'Charlie', 'Corey', 'Riley', 'Rory', 'Reece', 'Jesse', 'Blaze']","['White' 'Black' 'Middle Eastern' 'Native American' 'Hispanic' 'Asian'
 'Pacific Islander' 'Multiracial']",True
Adrian,Black,Corey,2,Black,"['Marley', 'Charlie', 'Corey', 'Riley', 'Rory', 'Reece', 'Jesse', 'Blaze']","['Multiracial' 'White' 'Black' 'Middle Eastern' 'Native American'
 'Hispanic' 'Asian' 'Pacific Islander']",True
Adrian,Black,Riley,3,Black,"['Marley', 'Charlie', 'Corey', 'Riley', 'Rory', 'Reece', 'Jesse', 'Blaze']","['Pacific Islander' 'Multiracial' 'White' 'Black' 'Middle Eastern'
 'Native American' 'Hispanic' 'Asian']",True
Adrian,Black,Corey,2,Multiracial,"['Marley', 'Charlie', 'Corey', 'Riley', 'Rory', 'Reece', 'Jesse', 'Blaze']","['Asian' 'Pacific Islander' 'Multiracial' 'White' 'Black' 'Middle Eastern'
 'Native American' 'Hispanic']",False
