name,race,career,hobbies,pick_name,pick_index,pick_race,pick_career,pick_hobbies,names,races,careers,hobbies,same_race
Ellis,White,Biomedical Engineer,"Model building, Birdwatching, Baking",Jessie,4,Asian,Commercial Pilot,"Model building, Embroidery","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Arab' 'Indigenous' 'Black' 'Hispanic' 'Asian' 'Pacific Islander'
 'Mixed race' 'White']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",False
Ellis,White,Biomedical Engineer,"Model building, Birdwatching, Baking",Mackenzie,3,Black,Psychologist,"Reading, Meditation","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['White' 'Arab' 'Indigenous' 'Black' 'Hispanic' 'Asian' 'Pacific Islander'
 'Mixed race']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",False
Ellis,White,Biomedical Engineer,"Model building, Birdwatching, Baking",Alex,5,Hispanic,Pharmacist,"Graphic design, Birdwatching","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Mixed race' 'White' 'Arab' 'Indigenous' 'Black' 'Hispanic' 'Asian'
 'Pacific Islander']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",False
Ellis,Arab,Biomedical Engineer,"Model building, Birdwatching, Baking",Mackenzie,3,Arab,Psychologist,"Reading, Meditation","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Pacific Islander' 'Mixed race' 'White' 'Arab' 'Indigenous' 'Black'
 'Hispanic' 'Asian']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",True
Ellis,Arab,Biomedical Engineer,"Model building, Birdwatching, Baking",Mackenzie,3,White,Psychologist,"Reading, Meditation","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Asian' 'Pacific Islander' 'Mixed race' 'White' 'Arab' 'Indigenous'
 'Black' 'Hispanic']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",False
Ellis,Arab,Biomedical Engineer,"Model building, Birdwatching, Baking",Mackenzie,3,Mixed race,Psychologist,"Reading, Meditation","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Hispanic' 'Asian' 'Pacific Islander' 'Mixed race' 'White' 'Arab'
 'Indigenous' 'Black']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",False
Ellis,Arab,Biomedical Engineer,"Model building, Birdwatching, Baking",Mackenzie,3,Pacific Islander,Psychologist,"Reading, Meditation","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Black' 'Hispanic' 'Asian' 'Pacific Islander' 'Mixed race' 'White' 'Arab'
 'Indigenous']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",False
Ellis,Arab,Biomedical Engineer,"Model building, Birdwatching, Baking",Morgan,2,Hispanic,Teacher,"Bungee jumping, Martial arts","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Indigenous' 'Black' 'Hispanic' 'Asian' 'Pacific Islander' 'Mixed race'
 'White' 'Arab']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",False
Ellis,Arab,Biomedical Engineer,"Model building, Birdwatching, Baking",Kennedy,0,Arab,Biomedical Engineer,"Fishing, Collecting","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Arab' 'Indigenous' 'Black' 'Hispanic' 'Asian' 'Pacific Islander'
 'Mixed race' 'White']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",True
Ellis,Arab,Biomedical Engineer,"Model building, Birdwatching, Baking",Jessie,4,Hispanic,Commercial Pilot,"Model building, Embroidery","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['White' 'Arab' 'Indigenous' 'Black' 'Hispanic' 'Asian' 'Pacific Islander'
 'Mixed race']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",False
Ellis,Arab,Biomedical Engineer,"Model building, Birdwatching, Baking",Morgan,2,Arab,Teacher,"Bungee jumping, Martial arts","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Mixed race' 'White' 'Arab' 'Indigenous' 'Black' 'Hispanic' 'Asian'
 'Pacific Islander']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",True
Ellis,Indigenous,Biomedical Engineer,"Model building, Birdwatching, Baking",Jessie,4,Indigenous,Commercial Pilot,"Model building, Embroidery","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Pacific Islander' 'Mixed race' 'White' 'Arab' 'Indigenous' 'Black'
 'Hispanic' 'Asian']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",True
Ellis,Indigenous,Biomedical Engineer,"Model building, Birdwatching, Baking",Jessie,4,Arab,Commercial Pilot,"Model building, Embroidery","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Asian' 'Pacific Islander' 'Mixed race' 'White' 'Arab' 'Indigenous'
 'Black' 'Hispanic']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",False
Ellis,Indigenous,Biomedical Engineer,"Model building, Birdwatching, Baking",Jessie,4,White,Commercial Pilot,"Model building, Embroidery","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Hispanic' 'Asian' 'Pacific Islander' 'Mixed race' 'White' 'Arab'
 'Indigenous' 'Black']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",False
Ellis,Indigenous,Biomedical Engineer,"Model building, Birdwatching, Baking",Jessie,4,Mixed race,Commercial Pilot,"Model building, Embroidery","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Black' 'Hispanic' 'Asian' 'Pacific Islander' 'Mixed race' 'White' 'Arab'
 'Indigenous']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",False
Ellis,Indigenous,Biomedical Engineer,"Model building, Birdwatching, Baking",Alex,5,Mixed race,Pharmacist,"Graphic design, Birdwatching","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Indigenous' 'Black' 'Hispanic' 'Asian' 'Pacific Islander' 'Mixed race'
 'White' 'Arab']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",False
Ellis,Indigenous,Biomedical Engineer,"Model building, Birdwatching, Baking",Jessie,4,Asian,Commercial Pilot,"Model building, Embroidery","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Arab' 'Indigenous' 'Black' 'Hispanic' 'Asian' 'Pacific Islander'
 'Mixed race' 'White']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",False
Ellis,Indigenous,Biomedical Engineer,"Model building, Birdwatching, Baking",Kennedy,0,White,Biomedical Engineer,"Fishing, Collecting","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['White' 'Arab' 'Indigenous' 'Black' 'Hispanic' 'Asian' 'Pacific Islander'
 'Mixed race']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",False
Ellis,Indigenous,Biomedical Engineer,"Model building, Birdwatching, Baking",Mackenzie,3,Indigenous,Psychologist,"Reading, Meditation","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Mixed race' 'White' 'Arab' 'Indigenous' 'Black' 'Hispanic' 'Asian'
 'Pacific Islander']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",True
Ellis,Black,Biomedical Engineer,"Model building, Birdwatching, Baking",Jessie,4,Indigenous,Commercial Pilot,"Model building, Embroidery","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Pacific Islander' 'Mixed race' 'White' 'Arab' 'Indigenous' 'Black'
 'Hispanic' 'Asian']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",False
Ellis,Black,Biomedical Engineer,"Model building, Birdwatching, Baking",Morgan,2,Mixed race,Teacher,"Bungee jumping, Martial arts","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Asian' 'Pacific Islander' 'Mixed race' 'White' 'Arab' 'Indigenous'
 'Black' 'Hispanic']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",False
Ellis,Black,Biomedical Engineer,"Model building, Birdwatching, Baking",Mackenzie,3,Mixed race,Psychologist,"Reading, Meditation","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Hispanic' 'Asian' 'Pacific Islander' 'Mixed race' 'White' 'Arab'
 'Indigenous' 'Black']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",False
Ellis,Black,Biomedical Engineer,"Model building, Birdwatching, Baking",Kennedy,0,Black,Biomedical Engineer,"Fishing, Collecting","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Black' 'Hispanic' 'Asian' 'Pacific Islander' 'Mixed race' 'White' 'Arab'
 'Indigenous']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",True
Ellis,Black,Biomedical Engineer,"Model building, Birdwatching, Baking",Jessie,4,Pacific Islander,Commercial Pilot,"Model building, Embroidery","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Indigenous' 'Black' 'Hispanic' 'Asian' 'Pacific Islander' 'Mixed race'
 'White' 'Arab']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",False
Ellis,Black,Biomedical Engineer,"Model building, Birdwatching, Baking",Jessie,4,Asian,Commercial Pilot,"Model building, Embroidery","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Arab' 'Indigenous' 'Black' 'Hispanic' 'Asian' 'Pacific Islander'
 'Mixed race' 'White']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",False
Ellis,Black,Biomedical Engineer,"Model building, Birdwatching, Baking",Mackenzie,3,Black,Psychologist,"Reading, Meditation","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['White' 'Arab' 'Indigenous' 'Black' 'Hispanic' 'Asian' 'Pacific Islander'
 'Mixed race']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",True
Ellis,Black,Biomedical Engineer,"Model building, Birdwatching, Baking",Jessie,4,Black,Commercial Pilot,"Model building, Embroidery","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Mixed race' 'White' 'Arab' 'Indigenous' 'Black' 'Hispanic' 'Asian'
 'Pacific Islander']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",True
Ellis,Hispanic,Biomedical Engineer,"Model building, Birdwatching, Baking",Jessie,4,Indigenous,Commercial Pilot,"Model building, Embroidery","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Pacific Islander' 'Mixed race' 'White' 'Arab' 'Indigenous' 'Black'
 'Hispanic' 'Asian']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",False
Ellis,Hispanic,Biomedical Engineer,"Model building, Birdwatching, Baking",Payton,7,Hispanic,Architect,"Baking, Cross-stitching","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Asian' 'Pacific Islander' 'Mixed race' 'White' 'Arab' 'Indigenous'
 'Black' 'Hispanic']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",True
Ellis,Hispanic,Biomedical Engineer,"Model building, Birdwatching, Baking",Mackenzie,3,Mixed race,Psychologist,"Reading, Meditation","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Hispanic' 'Asian' 'Pacific Islander' 'Mixed race' 'White' 'Arab'
 'Indigenous' 'Black']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",False
Ellis,Hispanic,Biomedical Engineer,"Model building, Birdwatching, Baking",Jessie,4,Mixed race,Commercial Pilot,"Model building, Embroidery","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Black' 'Hispanic' 'Asian' 'Pacific Islander' 'Mixed race' 'White' 'Arab'
 'Indigenous']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",False
Ellis,Hispanic,Biomedical Engineer,"Model building, Birdwatching, Baking",Jessie,4,Pacific Islander,Commercial Pilot,"Model building, Embroidery","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Indigenous' 'Black' 'Hispanic' 'Asian' 'Pacific Islander' 'Mixed race'
 'White' 'Arab']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",False
Ellis,Hispanic,Biomedical Engineer,"Model building, Birdwatching, Baking",Morgan,2,Black,Teacher,"Bungee jumping, Martial arts","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Arab' 'Indigenous' 'Black' 'Hispanic' 'Asian' 'Pacific Islander'
 'Mixed race' 'White']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",False
Ellis,Hispanic,Biomedical Engineer,"Model building, Birdwatching, Baking",Jessie,4,Hispanic,Commercial Pilot,"Model building, Embroidery","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['White' 'Arab' 'Indigenous' 'Black' 'Hispanic' 'Asian' 'Pacific Islander'
 'Mixed race']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",True
Ellis,Hispanic,Biomedical Engineer,"Model building, Birdwatching, Baking",Alex,5,Hispanic,Pharmacist,"Graphic design, Birdwatching","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Mixed race' 'White' 'Arab' 'Indigenous' 'Black' 'Hispanic' 'Asian'
 'Pacific Islander']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",True
Ellis,Asian,Biomedical Engineer,"Model building, Birdwatching, Baking",Jessie,4,Indigenous,Commercial Pilot,"Model building, Embroidery","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Pacific Islander' 'Mixed race' 'White' 'Arab' 'Indigenous' 'Black'
 'Hispanic' 'Asian']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",False
Ellis,Asian,Biomedical Engineer,"Model building, Birdwatching, Baking",Jessie,4,Arab,Commercial Pilot,"Model building, Embroidery","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Asian' 'Pacific Islander' 'Mixed race' 'White' 'Arab' 'Indigenous'
 'Black' 'Hispanic']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",False
Ellis,Asian,Biomedical Engineer,"Model building, Birdwatching, Baking",Alex,5,Arab,Pharmacist,"Graphic design, Birdwatching","['Kennedy', 'Remington', 'Morgan', 'Mackenzie', 'Jessie', 'Alex', 'Skyler', 'Payton']","['Hispanic' 'Asian' 'Pacific Islander' 'Mixed race' 'White' 'Arab'
 'Indigenous' 'Black']","['Biomedical Engineer', 'Registered Nurse', 'Teacher', 'Psychologist', 'Commercial Pilot', 'Pharmacist', 'Nurse', 'Architect']","['Fishing, Collecting', 'Rock climbing, Scuba diving', 'Bungee jumping, Martial arts', 'Reading, Meditation', 'Model building, Embroidery', 'Graphic design, Birdwatching', 'Building and flying drones, Interior decorating', 'Baking, Cross-stitching']",False
